iter	RMSE
344	0.4934775253
345	0.4931819666
346	0.4926880235
347	0.4920682949
348	0.4917452491
349	0.4915290289
350	0.4912555922
351	0.4906970064
352	0.4898684076
353	0.4892790384
354	0.4886339864
355	0.4880107874
356	0.4879811068
357	0.4873198127
358	0.4867792192
359	0.4862894475
360	0.4862687689
361	0.4858185782
362	0.4851176304
363	0.4845740167
364	0.4842372112
365	0.4836295662
366	0.4829987608
367	0.4826094679
368	0.4821252202
369	0.4817992013
370	0.4811269708
371	0.4806177236
372	0.4800465418
373	0.4797943304
374	0.4797659325
375	0.4794125929
376	0.478907246
377	0.4782836964
378	0.4777652426
379	0.4774379723
380	0.4769402254
381	0.476848816
382	0.4763479814
383	0.4759969926
384	0.4755007027
385	0.475093523
386	0.4745954832
387	0.474482049
388	0.4744030495
389	0.4741792871
390	0.4741223034
391	0.4737477383
392	0.4737047069
393	0.4733685731
394	0.4730757008
395	0.4730565698
396	0.472644201
397	0.4722109739
398	0.4717832455
399	0.4715787718
400	0.4709531191
401	0.4703806591
402	0.4699919424
403	0.4695954139
404	0.4694322244
405	0.468978788
406	0.4688164855
407	0.4684936873
408	0.4679572851
409	0.4675317114
410	0.4674689679
411	0.4669791033
412	0.4664228015
413	0.4658998675
414	0.4658509062
415	0.4653238872
416	0.4652673602
417	0.4648623869
418	0.4644401099
419	0.4640500665
420	0.4636970817
421	0.4632506082
422	0.4630539785
423	0.4628611207
424	0.462282083
425	0.4620225617
426	0.4615537255
427	0.461144686
428	0.4606767657
429	0.4602918828
430	0.4598760263
431	0.459318206
432	0.4588101893
433	0.458565148
434	0.4581797847
435	0.457755934
436	0.4573401498
437	0.4570873096
438	0.4568963962
439	0.4566488253
440	0.456391104
441	0.4563714415
442	0.4559563956
443	0.455940756
444	0.4554323283
445	0.4551199036
446	0.4545662028
447	0.4542081946
448	0.4536730663
449	0.4532089569
450	0.4531928583
451	0.4531752063
452	0.4531600332
453	0.4529117898
454	0.4523329298
455	0.4520473218
456	0.4516320061
457	0.4511125276
458	0.450609948
459	0.4503091906
460	0.4499748257
461	0.4498578365
462	0.4498418168
463	0.44948381
464	0.449134817
465	0.4489875347
466	0.448664133
467	0.4483704593
468	0.4480694991
469	0.4476911723
470	0.4476210298
471	0.4472796104
472	0.4468968453
473	0.446595402
474	0.446152436
475	0.4456536962
476	0.4451850514
477	0.444861884
478	0.4444977773
479	0.4441487609
480	0.4437735893
481	0.4434191754
482	0.4431538177
483	0.4429373414
484	0.4424350947
485	0.4423190734
486	0.4421809517
487	0.4417336929
488	0.4414128568
489	0.4413540243
490	0.441047844
491	0.4406852768
492	0.440592168
493	0.4404020386
494	0.4401088107
495	0.4396750805
496	0.4396633975
497	0.4392653153
498	0.4390910995
499	0.4386515748
500	0.4383245351
501	0.4383087958
502	0.4378693387
503	0.4374710152
504	0.4370888811
505	0.4369323778
506	0.4364402564
507	0.436061002
508	0.4356393588
509	0.4352576857
510	0.4352143899
511	0.4348869806
512	0.434556366
513	0.4342771888
514	0.4338728534
515	0.4334570786
516	0.4330903602
517	0.432659593
518	0.4323176075
519	0.4322123379
520	0.4319211386
521	0.4315150656
522	0.431340161
523	0.4310486298
524	0.4306800643
525	0.4303852412
526	0.4299838037
527	0.4299352569
528	0.4296423715
529	0.4294049223
530	0.429394064
531	0.4290756223
532	0.4288717123
533	0.4286433292
534	0.4283217421
535	0.4280203564
536	0.4278464953
537	0.4278353893
538	0.4274312018
539	0.4270607035
540	0.4267185275
541	0.4264950571
542	0.426197489
543	0.4259766139
544	0.4256946059
545	0.425646319
546	0.4253028608
547	0.4250321677
548	0.4246196872
549	0.4245092367
550	0.4240745268
551	0.4238253402
552	0.4236660027
553	0.4234319424
554	0.4230652546
555	0.4227509717
556	0.4224314352
557	0.422213129
558	0.4221779312
559	0.4218896829
560	0.4215886226
561	0.4214548554
562	0.4211324432
563	0.4208182611
564	0.4204351631
565	0.420128826
566	0.4199299379
567	0.4195959976
568	0.4193464992
569	0.4189630717
570	0.4189284594
571	0.4188104681
572	0.4185458171
573	0.4182055399
574	0.4179391141
575	0.4177532329
576	0.4174273935
577	0.4173033286
578	0.4172126799
579	0.4171257832
580	0.4169308995
581	0.4168408375
582	0.4166586366
583	0.416404756
584	0.416102722
585	0.4157116274
586	0.4153865463
587	0.4150668592
588	0.4148179211
589	0.414545814
590	0.4143660316
591	0.414086076
592	0.4138455104
593	0.4135586728
594	0.4133298731
595	0.4131108915
596	0.4129817591
597	0.4127144314
598	0.4123818607
599	0.4121479233
600	0.4119963173
601	0.4117590775
602	0.4116941017
603	0.4114655303
604	0.4111972009
605	0.410971608
606	0.4109507023
607	0.4107024575
608	0.4103715436
609	0.4102795112
610	0.4101332345
611	0.4099445713
612	0.4096844674
613	0.4096325306
614	0.4094258588
615	0.4092345962
616	0.409178228
617	0.4089891433
618	0.4087757479
619	0.4084235459
620	0.4083359541
621	0.4080651547
622	0.4078744859
623	0.4077660019
624	0.4074562607
625	0.407154484
626	0.4069904989
627	0.4068473474
628	0.4065380539
629	0.406288794
630	0.4061014951
631	0.405933091
632	0.4058738456
633	0.4056493005
634	0.4054374968
635	0.4052303794
636	0.4049953977
637	0.4046674845
638	0.4044866204
639	0.4041947847
640	0.404023082
641	0.4037447839
642	0.4037070792
643	0.4035881419
644	0.4035510926
645	0.4033691036
646	0.4030646798
647	0.4027750957
648	0.4024556826
649	0.4023314127
650	0.4020964485
651	0.4018188911
652	0.4016132711
653	0.401388844
654	0.4012089742
655	0.4010330806
656	0.4008269041
657	0.4006020184
658	0.4004000177
659	0.4000668699
660	0.3997889319
661	0.3995240604
662	0.399370015
663	0.3992041308
664	0.3990299002
665	0.3988863266
666	0.3985978085
667	0.3983927106
668	0.3981689513
669	0.3979337036
670	0.397816199
671	0.397682324
672	0.3974311977
673	0.3971703977
674	0.3969213532
675	0.3968892092
676	0.3967368468
677	0.3965524458
678	0.3963204294
679	0.3961766961
680	0.3959639751
681	0.3958028403
682	0.3957320216
683	0.3955363596
684	0.3952651914
685	0.3950066539
686	0.3948041882
687	0.3946524572
688	0.3944858033
689	0.3942240612
690	0.3940426073
691	0.3938643065
692	0.3937165701
693	0.3934320802
694	0.3931457824
695	0.3930557093
696	0.3928273593
697	0.3926268558
698	0.3924539218
699	0.3923436876
700	0.3920777664
701	0.3918655899
702	0.3917057084
703	0.3916762299
704	0.3914420014
705	0.3911962098
706	0.3909973427
707	0.3909489033
708	0.3908278001
709	0.3906572031
710	0.3904152443
711	0.3902193838
712	0.3899554303
713	0.3896683224
714	0.3896373837
715	0.3894868956
716	0.3892057153
717	0.3891220102
718	0.3889652274
719	0.3886394354
720	0.3884464135
721	0.3883930954
722	0.3881612641
723	0.3879003972
724	0.3878555584
725	0.3877289085
726	0.3875144445
727	0.3872329488
728	0.3870149004
729	0.3868590055
730	0.3865952931
731	0.3863866736
732	0.3861668868
733	0.3859220575
734	0.3857661453
735	0.3855172819
736	0.38527048
737	0.3850862851
738	0.3849027016
739	0.3846643425
740	0.3845239587
741	0.3842596051
742	0.3841856069
743	0.3840197668
744	0.3838516283
745	0.3836305228
746	0.3834357093
747	0.3832427958
748	0.382985371
749	0.3827597603
750	0.3825183667
751	0.3822965305
752	0.382191871
753	0.3819911081
754	0.3817234337
755	0.3816386748
756	0.3814415965
757	0.3812096859
758	0.3810017648
759	0.3807643203
760	0.3804873284
761	0.3802228294
762	0.3799579744
763	0.3797141988
764	0.3795667571
765	0.3793489587
766	0.3790903418
767	0.3788326486
768	0.3787421779
769	0.3785640785
770	0.3782905733
771	0.3782390397
772	0.3780841813
773	0.3779838307
774	0.3778669433
775	0.3777477606
776	0.3777253236
777	0.3774608249
778	0.3774114054
779	0.3772384336
780	0.3770739384
781	0.3770187337
782	0.3767861388
783	0.3766761388
784	0.3764329597
785	0.3761922364
786	0.376015965
787	0.3758201048
788	0.3754475083
789	0.375325071
790	0.3752415317
791	0.3751005741
792	0.374828697
793	0.3747170001
794	0.3745768378
795	0.3742966342
796	0.3740912041
797	0.3738914311
798	0.373698548
799	0.373485394
800	0.3733561462
801	0.3733077998
802	0.372951524
803	0.3727934023
804	0.3726470398
805	0.3724970773
806	0.3723759311
807	0.3722096647
808	0.3720307065
809	0.3718198078
810	0.3716142715
811	0.3715820959
812	0.3713379079
813	0.3711795444
814	0.3710695176
815	0.3709680964
816	0.3708240277
817	0.3706537529
818	0.370438205
819	0.3702663351
820	0.3701043888
821	0.3698900856
822	0.3696740529
823	0.3694548293
824	0.3693328877
825	0.369127886
826	0.3689504918
827	0.3687038504
828	0.3685013197
829	0.3683768489
830	0.3682694096
831	0.3680983581
832	0.3677712057
833	0.3675425604
834	0.3674346799
835	0.367266808
836	0.3671296867
837	0.3669025621
838	0.3668566466
839	0.3666814212
840	0.3665223585
841	0.3663268702
842	0.3662011088
843	0.3660571465
844	0.3659017481
845	0.3658882824
846	0.3656296957
847	0.3654310564
848	0.3653531422
849	0.3652098727
850	0.3650856931
851	0.3649231394
852	0.3648727916
853	0.3647677542
854	0.3646302046
855	0.3644690312
856	0.3642572716
857	0.3641091978
858	0.3639328868
859	0.3637369837
860	0.3636230439
861	0.363459894
862	0.3633067403
863	0.3630944349
864	0.3629784022
865	0.3627898347
866	0.3626744974
867	0.3625235565
868	0.3622560339
869	0.3620465131
870	0.361884235
871	0.361739214
872	0.3615779949
873	0.3613691239
874	0.3612097761
875	0.361134195
876	0.360950554
877	0.3608111128
878	0.3606389142
879	0.3605244919
880	0.3604074908
881	0.3602788359
882	0.3602720315
883	0.3601869418
884	0.3600045554
885	0.3598613774
886	0.3596918346
887	0.3593909511
888	0.3592488926
889	0.3591053705
890	0.358942241
891	0.3587430614
892	0.3585870519
893	0.3584425263
894	0.3582692374
895	0.3582026563
896	0.3581043962
897	0.3579443931
898	0.3578290283
899	0.3576799906
900	0.3575113188
901	0.357375455
902	0.3573438035
903	0.3572465755
904	0.3570308851
905	0.3569005261
906	0.3568182795
907	0.3567651839
908	0.3567291989
909	0.3565316145
910	0.3563905734
911	0.3563514504
912	0.3561630095
913	0.356048215
914	0.3560199011
915	0.3558933887
916	0.355718386
917	0.3556296819
918	0.3554864244
919	0.3552664669
920	0.3550724462
921	0.354918091
922	0.354769855
923	0.3546580903
924	0.3544873194
925	0.3544439236
926	0.3543550107
927	0.3541954204
928	0.3540278804
929	0.3539931825
930	0.3539464756
931	0.3537539347
932	0.3535691073
933	0.3533221909
934	0.3532104446
935	0.3530340877
936	0.3528728323
937	0.3527237149
938	0.3525895131
939	0.3524611854
940	0.3523781775
941	0.3523278032
942	0.3522194509
943	0.3521819097
944	0.352149118
945	0.3519784047
946	0.3518611342
947	0.3517373059
948	0.3516024141
949	0.3514074802
950	0.3512348112
951	0.3510543587
952	0.3509108523
953	0.3507601901
954	0.3506674558
955	0.3505115325
956	0.350272948
957	0.350098549
958	0.3499971979
959	0.349637072
960	0.3495801613
961	0.3495194662
962	0.3493310093
963	0.3491784654
964	0.349067035
965	0.3489352568
966	0.348899302
967	0.3488086936
968	0.3487575382
969	0.3486344997
970	0.3484589211
971	0.3483085918
972	0.3481741785
973	0.3480752858
974	0.3480650506
975	0.3479420503
976	0.3477928498
977	0.3476619346
978	0.3474987661
979	0.347446063
980	0.3472755871
981	0.3471492585
982	0.3469858029
983	0.346829972
984	0.3466695708
985	0.3465945716
986	0.3464633089
987	0.3463501877
988	0.3462311341
989	0.3461020644
990	0.3459070034
991	0.3457902988
992	0.3456273057
993	0.345525228
994	0.3455014559
995	0.3453442683
996	0.3451344377
997	0.34494873
998	0.3448034704
999	0.3447661185

999	0.3445106596

