,Age,Overall,Potential,Value,Wage,Special,International Reputation,Weak Foot,Skill Moves,Jersey Number,Joined,Contract Valid Until,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Best Overall Rating
FKAccuracy,0.1894274774494401,0.39342441964889396,0.24133227537831,0.2286299144156388,0.14800625369069428,0.8041772798285353,0.20893585415770233,0.34213558284046885,0.6338776502705038,-0.06974710906677314,0.0026157510362925813,-0.009271879860278604,-0.3803389633578369,-0.29680176732242863,0.7600839099121914,0.6856092944178162,0.4204092971071449,0.7389942940594549,0.736399571823633,0.7487047490203326,0.8545243833574363,1.0,0.7061228457449965,0.7615381585108719,0.49131239244929736,0.46528458328928923,0.5807571753159341,0.3827938815037825,0.4982415378012866,0.7459554510669919,0.06899264996216696,0.5365710154247848,-0.006650938052135307,0.799756662136786,0.401971599816806,0.29326482801931053,0.7259120757481028,0.7153806592558273,0.7300222820504241,0.6029562380347575,0.233722892778678,0.2755091400207274,0.24253433385744771,-0.5601480524118247,-0.555525427279841,-0.5554394094752352,-0.5585475094963351,-0.5580387688896449,0.422439443371859
LongPassing,0.17730910018548077,0.47831968933646607,0.33676308239973574,0.26127123793324,0.1726337238789006,0.8473234062476742,0.22423960025802359,0.29279776137632346,0.5100899295807232,-0.11273362785970657,-0.06582641671181495,-0.004229561190486574,-0.3203825529060548,-0.260730740164689,0.7604394930706269,0.5004446493376068,0.5136681510017869,0.8982811239457915,0.5634664741090011,0.7131871913357235,0.7110121403297248,0.7061228457449965,1.0,0.789150824762416,0.44544499762076567,0.4347675625285806,0.5198102488540305,0.43652185466484533,0.45248493085050395,0.6727504646175838,0.14577627696476506,0.6329958630088949,0.11096632068788213,0.667644057013673,0.5849135797297281,0.5826127388582663,0.6074401329951047,0.692509679879964,0.5432160775211076,0.6562781648489207,0.5402700413468581,0.5718818622926405,0.5453691619895643,-0.5983180942770753,-0.5942849301048593,-0.5929746387041499,-0.5948599451082257,-0.5963628989073058,0.5061051258919371
BallControl,0.0775908415834815,0.45827112523086116,0.3707229913547697,0.2638789577510906,0.16668460996533999,0.9056299903925454,0.205063542217814,0.3676144887554348,0.725189238311395,-0.07019018607426693,0.010467199476208507,0.0015227004049426405,-0.40057069489913005,-0.34046278912411493,0.8369137318469965,0.7798284727685678,0.6559619124418511,0.9044613807152808,0.7875166586885473,0.9305814670084032,0.8294232010894155,0.7615381585108719,0.789150824762416,1.0,0.6754589423033417,0.6689981477930477,0.6977637168928282,0.41753447047606085,0.5796646315866184,0.8285690887519696,0.17735132573003876,0.7268990555605966,0.08179939479863653,0.8305049825912683,0.5454939569571168,0.3969858904819698,0.8557269827313646,0.7267181648906713,0.7666028420028916,0.704024112536955,0.35947238668357656,0.395608976361053,0.3609457692244774,-0.7825912454372284,-0.7785014231160163,-0.7787527763726766,-0.7796601590176981,-0.7805020316612604,0.49002433710926724
Acceleration,-0.17261225063549984,0.2163917480393884,0.2688225446992549,0.16001859715188493,0.07868227417010373,0.6529266654813976,0.051903682917192016,0.26689084714017114,0.6209053887483181,-0.0011126883707246649,0.06789078678068516,0.019670221145671,-0.51886582098077,-0.46847518337478217,0.6570491688092728,0.5956554858274519,0.3481322478525636,0.5658677243202298,0.5665052064220605,0.7458562368103648,0.5998678698258313,0.49131239244929736,0.44544499762076567,0.6754589423033417,1.0,0.9215519794253899,0.7977899329852014,0.19074211426009827,0.6871768957884347,0.5421680861909685,0.21715153616675326,0.6134620675374324,-0.15681302928363242,0.5762398262646246,0.26604775918352164,0.15792751704113883,0.6713629915729576,0.4587092889513529,0.5252059632860551,0.3947159843554742,0.14145836221003624,0.16330533334760336,0.16235836934642964,-0.5907934847652282,-0.5913876170533271,-0.591245042770978,-0.5914803222174719,-0.5895690039611775,0.2473524930232865
SprintSpeed,-0.16730624454681353,0.230657957264683,0.2765162589706496,0.1617347560889374,0.07801266485215001,0.6494175418573155,0.055104503774908574,0.2521401049912375,0.5976930348610697,-0.00589131420424618,0.06554969987444997,0.023452019326505792,-0.4467069718790633,-0.4065840077883758,0.6423924038687773,0.5844506085943698,0.3993215412140212,0.5595070072396564,0.5565721451762011,0.7279747150585568,0.5788188516651996,0.46528458328928923,0.4347675625285806,0.6689981477930477,0.9215519794253899,1.0,0.7523951858144464,0.19188441301477283,0.6229860096880271,0.5506143183615467,0.240239309249683,0.6278564550355534,-0.07942939770995185,0.5597786117767798,0.2955867344762663,0.1736961162755521,0.65952731001032,0.42939784886255367,0.5173755859418719,0.39754763053819336,0.1645157102766817,0.1845141372918509,0.1829626046920626,-0.6001974868999509,-0.6006510466679453,-0.6001606752036331,-0.6009976993072329,-0.5996215274515484,0.2591822316244749
Agility,-0.02019745768519087,0.2813207485680277,0.24521566112403148,0.18216853367789082,0.08996963206883643,0.691312139766539,0.10294566861501475,0.3107926826090985,0.6391415805475714,-0.02873080344315485,0.012829746547423738,0.009615343386469312,-0.6043058307694247,-0.5367746553424867,0.6851942931067626,0.630864603432096,0.26441318510366757,0.6080700983171629,0.6197085267736293,0.7570881166231264,0.6704620698716462,0.5807571753159341,0.5198102488540305,0.6977637168928282,0.7977899329852014,0.7523951858144464,1.0,0.28116426425385116,0.7522462231253373,0.5672918261002549,0.2115915520854023,0.5606727621883628,-0.2393181487057394,0.6409803481090798,0.2422988893605892,0.1301647317850457,0.6950896975919026,0.5950848830056723,0.5570281179708185,0.46722214708802284,0.08762901786273006,0.11275973847725121,0.10488267770643854,-0.5114405447776248,-0.5101426571885193,-0.5129654225673403,-0.5114367187873105,-0.5108136445735814,0.3162174322925246
Reactions,0.4518115641501457,0.8286637030951709,0.5215686686688884,0.5045586197347085,0.3430083632622898,0.5801107258885818,0.43061216854214823,0.20180615869885327,0.21903802205149608,-0.18275381740560767,-0.1564541063803984,0.02422545749069422,-0.010919493863436398,0.07839744700914429,0.3726836245699669,0.31023575830273736,0.3019277284044803,0.4511849816299223,0.3764137308128447,0.3408677264283653,0.3978912909312874,0.3827938815037825,0.43652185466484533,0.41753447047606085,0.19074211426009827,0.19188441301477283,0.28116426425385116,1.0,0.13110431233437803,0.39971405706183033,0.26551989575223967,0.354423897076571,0.2930027251136966,0.40265076840935793,0.392512638867219,0.32207588366065587,0.3690456710923976,0.4768358205925008,0.3258190358655912,0.5837298277238131,0.22085645612968638,0.2324619460647527,0.20365089500215636,-0.04540301980373108,-0.0411821382063518,-0.04884825077756794,-0.03763941338753331,-0.041922424534574336,0.833875653070303
Balance,-0.1012509873974474,0.09189641291274021,0.1369456839687178,0.08226215036970472,0.03987516784764423,0.563128036377416,0.03683432220035353,0.2595971837242367,0.5468403664724756,0.014976219653153003,0.01355188426520137,0.027767107098989482,-0.7855237157969788,-0.6809003147452117,0.6008408846219064,0.49376309438587024,0.15882024832480257,0.5209743423792856,0.4924957312425385,0.6443049148403184,0.5657569364014036,0.4982415378012866,0.45248493085050395,0.5796646315866184,0.6871768957884347,0.6229860096880271,0.7522462231253373,0.13110431233437803,1.0,0.43593808433542297,0.17381727473497977,0.45844426311015973,-0.41337265891221825,0.511209446618713,0.17775745536078932,0.13950891153198483,0.5716117948389556,0.4802529473923859,0.458503306101722,0.3352762110616033,0.11853818459668934,0.14045110254787066,0.1450653120360546,-0.4875661993822969,-0.49042921454579447,-0.48812639804713664,-0.48782490498435155,-0.4884740546641175,0.12466688652438977
ShotPower,0.14684904221029146,0.4363300139800915,0.3045835439655962,0.23972178641242514,0.15298821115960193,0.8295673808288822,0.2150040395168502,0.333991310653148,0.6402365553073497,-0.053047253423608776,0.026290380620325616,-0.013466533296239933,-0.272220263623507,-0.1910823905371297,0.7008739904244391,0.7961938623419075,0.6150815851360835,0.7685473239470892,0.8163591167101559,0.7937527221429104,0.7823884773414778,0.7459554510669919,0.6727504646175838,0.8285690887519696,0.5421680861909685,0.5506143183615467,0.5672918261002549,0.39971405706183033,0.43593808433542297,1.0,0.1731034714367797,0.6198505597297482,0.1722303803780196,0.8781034088864951,0.49442432971359024,0.2640403904712468,0.7948722383020789,0.6754283274178429,0.7844090573623715,0.6681053288670297,0.21709994942334565,0.2547630433346163,0.21585654875765226,-0.652826513208188,-0.6497151569612698,-0.648816936555336,-0.6514734555254681,-0.6520025707847955,0.4624101768562135
Jumping,0.1667005949809703,0.28984681380938027,0.15725983979602476,0.14074610845291818,0.09836178518251762,0.31222444719683257,0.13234663809460895,0.06994884313272787,0.035849264468086985,-0.11427961146448486,-0.06785089903918669,-0.00900283624431398,-0.06115657924895324,0.003066724721757432,0.12258400349467677,0.07430602732726695,0.3636224730251117,0.1803437185712824,0.10514579424603625,0.12172186593558709,0.09156539546170722,0.06899264996216696,0.14577627696476506,0.17735132573003876,0.21715153616675326,0.240239309249683,0.2115915520854023,0.26551989575223967,0.17381727473497977,0.1731034714367797,1.0,0.33827876056721656,0.269997710313828,0.11558528323361812,0.3542002269377791,0.2829771545043711,0.1222490425435074,0.054127699100746676,0.1101678153607396,0.24824771634166828,0.2608628798934017,0.25573389164072813,0.25637498456485086,-0.16449613542017824,-0.16538080123539017,-0.16790928353126602,-0.16395460425083241,-0.16444101293928853,0.28814326064779383
Stamina,0.0726834541469617,0.36738598931040173,0.24242598586144354,0.18366543276076036,0.11534198404887169,0.7911407825929135,0.10204355155175561,0.23599908413849782,0.46583638548523065,-0.11804595281102791,-0.018830965661131464,0.00850812889078544,-0.28680892581468975,-0.23627751479018191,0.6657128841430588,0.4967592227940498,0.6405589300686235,0.7103979131996294,0.521683557797465,0.676538267525121,0.5871477879920602,0.5365710154247848,0.6329958630088949,0.7268990555605966,0.6134620675374324,0.6278564550355534,0.5606727621883628,0.354423897076571,0.45844426311015973,0.6198505597297482,0.33827876056721656,1.0,0.24149227305484136,0.5911373330866174,0.6448106756966026,0.569172828256795,0.6311578642295446,0.4794923431510648,0.5147058756368557,0.5527881259336223,0.5389350812470619,0.5636331716372636,0.5380577607004339,-0.7014109903518964,-0.6982082776428642,-0.6982954695444474,-0.6971331622166385,-0.6998675644840139,0.3873275249881423
Strength,0.33040186065133176,0.3693722152794797,0.11944835075212214,0.13990511677468453,0.0912215172452104,0.1937067581892769,0.1461100145047743,-0.008652995688413897,-0.12040683903114106,-0.1610558616170164,-0.0663752620545374,-0.02504715278953023,0.530090802565237,0.6136965240603478,-0.03384529533198257,-0.01461930727281574,0.4644971661596912,0.12175905960924324,0.020469314928487404,-0.047281627393594663,-0.03918599400923538,-0.006650938052135307,0.11096632068788213,0.08179939479863653,-0.15681302928363242,-0.07942939770995185,-0.2393181487057394,0.2930027251136966,-0.41337265891221825,0.1722303803780196,0.269997710313828,0.24149227305484136,1.0,0.0434312882214732,0.45541220629579293,0.3479486678170614,-0.0019495718570012232,-0.03872504568313812,0.04859402747872286,0.26267755801145853,0.3312907613467043,0.3258353377295241,0.2917296204512245,-0.09025883182278373,-0.08524301851321527,-0.08856309986632882,-0.08424260483046568,-0.08899793419104708,0.35328148173387286
LongShots,0.14323898404056395,0.4136369032567902,0.28031118747732625,0.23963212751256172,0.15251182663191948,0.8304225967201299,0.1988804767578067,0.3654378310469139,0.6802288484629847,-0.04345038841011812,0.015942633399571027,-0.006473756742567949,-0.3647874046556943,-0.27852880867383717,0.738282109687669,0.8619855740221574,0.5017882153178433,0.758818498525417,0.8556527733793804,0.8346314714476674,0.8286698752148279,0.799756662136786,0.667644057013673,0.8305049825912683,0.5762398262646246,0.5597786117767798,0.6409803481090798,0.40265076840935793,0.511209446618713,0.8781034088864951,0.11558528323361812,0.5911373330866174,0.0434312882214732,1.0,0.385545348261774,0.18218045392424015,0.8503374587731094,0.7522600250665472,0.805352913777961,0.637925625134496,0.11646249614538337,0.15669952468570994,0.11718258669016576,-0.602719206922029,-0.5988753413921736,-0.5981073086144435,-0.6000635034714341,-0.599952978141905,0.44340664058662743
Aggression,0.25879331200769196,0.40543255043333715,0.20463799003971012,0.15747282292185205,0.11293502628303698,0.6698088485201306,0.16441710041572058,0.1321677475672774,0.22972673835925536,-0.14106938528750437,-0.05588514300218309,-0.038840201403028796,-0.046227631507484594,0.019181187381511425,0.47550206904929887,0.23028020257671705,0.6793872862005623,0.6000395437633163,0.31830452834144074,0.4281611731001337,0.39642162901386857,0.401971599816806,0.5849135797297281,0.5454939569571168,0.26604775918352164,0.2955867344762663,0.2422988893605892,0.392512638867219,0.17775745536078932,0.49442432971359024,0.3542002269377791,0.6448106756966026,0.45541220629579293,0.385545348261774,1.0,0.7385001789500218,0.3739083659353185,0.3095396594249716,0.326061138507368,0.5389764257251652,0.7098819120124005,0.7299743763336416,0.7037523423289216,-0.5687645938267261,-0.5656824936288578,-0.5651413282294641,-0.5630471415443833,-0.5680765060297956,0.41635740101031476
Interceptions,0.19268751554315758,0.3227103449925073,0.17509527520093193,0.11713459045449248,0.09608674753391906,0.5618073570355118,0.1222207193083827,0.057977332473803135,0.06810342796035995,-0.1491618233316957,-0.09973315694540726,0.0029419393193665408,-0.04691213739764251,-0.025320516926803812,0.4192777055619127,-0.04357295816878362,0.5382843567440787,0.5202728022266518,0.07207563383435678,0.2677531072073799,0.26237318171051194,0.29326482801931053,0.5826127388582663,0.3969858904819698,0.15792751704113883,0.1736961162755521,0.1301647317850457,0.32207588366065587,0.13950891153198483,0.2640403904712468,0.2829771545043711,0.569172828256795,0.3479486678170614,0.18218045392424015,0.7385001789500218,1.0,0.14970316925529273,0.17971837564321863,0.1001838322132864,0.3929602245487321,0.9229581392649161,0.9309434448478158,0.9156442940892257,-0.475793990242535,-0.4736652185065549,-0.4727340526524268,-0.47097801342641876,-0.4752633618857226,0.33121194847211066
Positioning,0.0702528076241515,0.35049340937304013,0.25957144708996877,0.2229046066090716,0.14450129931875766,0.8082120492307304,0.17372914981691817,0.35625286462571204,0.7186256071778463,-0.029834985324206902,0.03597206688864815,0.008012394743188943,-0.41909375807674837,-0.3475162000926283,0.7706874075873391,0.8802935530399435,0.5294496800635676,0.7486021367000546,0.8394616571717046,0.8889482217480947,0.8018832155066944,0.7259120757481028,0.6074401329951047,0.8557269827313646,0.6713629915729576,0.65952731001032,0.6950896975919026,0.3690456710923976,0.5716117948389556,0.7948722383020789,0.1222490425435074,0.6311578642295446,-0.0019495718570012232,0.8503374587731094,0.3739083659353185,0.14970316925529273,1.0,0.7356975700676687,0.7970725636405881,0.6112288936740471,0.09084303088575268,0.13330833027793884,0.09941627468231391,-0.6703581787499449,-0.666379209295801,-0.6660590809224252,-0.6672718411176071,-0.668100935016518,0.37994983089253614
Vision,0.18592253961012703,0.484523679220216,0.34552206948201414,0.3170397673600279,0.2100012374026162,0.7592999792109677,0.264119359703824,0.34950006982978343,0.5880521027003667,-0.0769512234221673,-0.046579853333407736,0.0003511892923368613,-0.35930931768535956,-0.28579178086384693,0.6845185923393151,0.6919956361238192,0.2959610224900894,0.7226072885877647,0.6970237990188618,0.7322363703472904,0.745669466499863,0.7153806592558273,0.692509679879964,0.7267181648906713,0.4587092889513529,0.42939784886255367,0.5950848830056723,0.4768358205925008,0.4802529473923859,0.6754283274178429,0.054127699100746676,0.4794923431510648,-0.03872504568313812,0.7522600250665472,0.3095396594249716,0.17971837564321863,0.7356975700676687,1.0,0.6422584848400009,0.6426187087721451,0.09617659462409302,0.14190723787272091,0.1071535359412804,-0.399936600423701,-0.3928796151905231,-0.39347804580693757,-0.3957159330456689,-0.39664941677076687,0.5131969982372147
Penalties,0.12406762363821665,0.33276619611150127,0.23081433244000696,0.20979927403068252,0.14333953937713834,0.7250925615689983,0.20887494094500383,0.3398624936099352,0.6624175579010657,-0.018799497771050572,0.04032894075533045,-0.007714517587094231,-0.32034919463364825,-0.24968318353970756,0.6431398967601165,0.8351346864795076,0.5482988384125748,0.6724777163726664,0.8183338985131587,0.7635145596232237,0.746866395180664,0.7300222820504241,0.5432160775211076,0.7666028420028916,0.5252059632860551,0.5173755859418719,0.5570281179708185,0.3258190358655912,0.458503306101722,0.7844090573623715,0.1101678153607396,0.5147058756368557,0.04859402747872286,0.805352913777961,0.326061138507368,0.1001838322132864,0.7970725636405881,0.6422584848400009,1.0,0.5842054642024334,0.05753962658764267,0.09173353346243211,0.05459657718545008,-0.6147911597386498,-0.61119772875918,-0.6099712918444797,-0.6131079992598535,-0.6132252226871715,0.35533975099159976
Composure,0.35027113250614494,0.6078062737517269,0.37250889864268216,0.35761652810429356,0.26074251755660427,0.7578349555487921,0.35484925189099165,0.3139332329449249,0.49036175164852275,-0.13498876077571026,-0.07368144810152458,-0.020786079248366125,-0.1660850039377076,-0.08432761353618089,0.5912207230210687,0.5593648014896325,0.5414857590233745,0.7039954820418954,0.6197175714305099,0.6255892432710494,0.636968857714046,0.6029562380347575,0.6562781648489207,0.704024112536955,0.3947159843554742,0.39754763053819336,0.46722214708802284,0.5837298277238131,0.3352762110616033,0.6681053288670297,0.24824771634166828,0.5527881259336223,0.26267755801145853,0.637925625134496,0.5389764257251652,0.3929602245487321,0.6112288936740471,0.6426187087721451,0.5842054642024334,1.0,0.3329591798617303,0.35741218202327824,0.3193301576312865,-0.47603680506006507,-0.46908241496856296,-0.4732334581129459,-0.4681292673630374,-0.4752458569918377,0.6258482626157731
Marking,0.1308194984980395,0.2384158154244909,0.1346188802729252,0.05534334808832727,0.057096295354162406,0.5021138067724294,0.06750761589278835,0.026404919844172633,0.032443120348930994,-0.12771421096868926,-0.09091573320484225,0.010601310561456752,-0.039975148060030705,-0.027187652039051557,0.3850553725468597,-0.09649299575712637,0.5464124910470728,0.4800531447202061,0.013757034930691197,0.2301355873661263,0.20837962709950403,0.233722892778678,0.5402700413468581,0.35947238668357656,0.14145836221003624,0.1645157102766817,0.08762901786273006,0.22085645612968638,0.11853818459668934,0.21709994942334565,0.2608628798934017,0.5389350812470619,0.3312907613467043,0.11646249614538337,0.7098819120124005,0.9229581392649161,0.09084303088575268,0.09617659462409302,0.05753962658764267,0.3329591798617303,1.0,0.9599523043410949,0.9595546137678406,-0.49592447165024567,-0.4953403201926119,-0.4942957976642274,-0.49219132856120207,-0.496384340516631,0.24668745140648737
StandingTackle,0.116967377698183,0.251016129658559,0.15815624168911535,0.08239544979320844,0.07536908799348128,0.5377579024552854,0.09031733444974167,0.04296718316096318,0.07043926919125516,-0.12414212921524252,-0.08006857824581481,0.007604327572695564,-0.05136117627613539,-0.043400564841419347,0.4179081974488465,-0.05870060900668899,0.5542552782082093,0.5170529512160821,0.053802272717199784,0.2721211701162767,0.24936609826524614,0.2755091400207274,0.5718818622926405,0.395608976361053,0.16330533334760336,0.1845141372918509,0.11275973847725121,0.2324619460647527,0.14045110254787066,0.2547630433346163,0.25573389164072813,0.5636331716372636,0.3258353377295241,0.15669952468570994,0.7299743763336416,0.9309434448478158,0.13330833027793884,0.14190723787272091,0.09173353346243211,0.35741218202327824,0.9599523043410949,1.0,0.9711307881034631,-0.5234227252393617,-0.522095935131054,-0.5216015023482855,-0.5198240818077792,-0.5236238030507094,0.2600486049138952
SlidingTackle,0.0968026523461207,0.21785935361513895,0.14075033548205,0.06402851878347224,0.06589285730949729,0.5060559258459085,0.07537410971975855,0.026126774957846523,0.04149612954773362,-0.11260656002843226,-0.07972815244141707,0.014421398250832296,-0.06574673678708515,-0.0583136349867168,0.4018905135136201,-0.09871680609099844,0.5223816102982863,0.48232519869147256,0.01600025943346639,0.24540524632579971,0.21951334256951968,0.24253433385744771,0.5453691619895643,0.3609457692244774,0.16235836934642964,0.1829626046920626,0.10488267770643854,0.20365089500215636,0.1450653120360546,0.21585654875765226,0.25637498456485086,0.5380577607004339,0.2917296204512245,0.11718258669016576,0.7037523423289216,0.9156442940892257,0.09941627468231391,0.1071535359412804,0.05459657718545008,0.3193301576312865,0.9595546137678406,0.9711307881034631,1.0,-0.4998294193261809,-0.4990001571621211,-0.4981680231370756,-0.4961924216528747,-0.4999802161991756,0.2266984643004226
GKDiving,0.10594944950167523,-0.02650048991707435,-0.05634059802053839,0.003033523363596279,-0.0029644153261679453,-0.6685847254109285,0.007657881151702295,-0.23800246507173714,-0.6091517693785465,0.0029870251409118203,-0.09551031223177739,-0.005433932365807827,0.35457491545525005,0.33714403780546953,-0.6629351808554589,-0.5768788561960977,-0.7507231512321537,-0.7199371939390129,-0.5805590032594135,-0.7451083274502035,-0.6067740421077592,-0.5601480524118247,-0.5983180942770753,-0.7825912454372284,-0.5907934847652282,-0.6001974868999509,-0.5114405447776248,-0.04540301980373108,-0.4875661993822969,-0.652826513208188,-0.16449613542017824,-0.7014109903518964,-0.09025883182278373,-0.602719206922029,-0.5687645938267261,-0.475793990242535,-0.6703581787499449,-0.399936600423701,-0.6147911597386498,-0.47603680506006507,-0.49592447165024567,-0.5234227252393617,-0.4998294193261809,1.0,0.9683628812785752,0.9635212435128847,0.9683135227194792,0.972451876636866,-0.051266365138763134
GKHandling,0.11373096395454173,-0.02008313436441707,-0.05445580669886967,0.007297826217057683,1.0138275187332974e-05,-0.664189375680895,0.010008682019948945,-0.23564472943738723,-0.6053921173249209,-0.0005133391716686629,-0.09571344274798495,-0.0029375775374614957,0.3563492495108118,0.3391996395114087,-0.6589280979281179,-0.5731179527361729,-0.7483330949659498,-0.7164516845788349,-0.5761669916577803,-0.7420401742024684,-0.6026767517513262,-0.555525427279841,-0.5942849301048593,-0.7785014231160163,-0.5913876170533271,-0.6006510466679453,-0.5101426571885193,-0.0411821382063518,-0.49042921454579447,-0.6497151569612698,-0.16538080123539017,-0.6982082776428642,-0.08524301851321527,-0.5988753413921736,-0.5656824936288578,-0.4736652185065549,-0.666379209295801,-0.3928796151905231,-0.61119772875918,-0.46908241496856296,-0.4953403201926119,-0.522095935131054,-0.4990001571621211,0.9683628812785752,1.0,0.9632555503952508,0.9680600734735166,0.9686191088151744,-0.04480573071326377
GKKicking,0.11053624250878445,-0.031106117640495427,-0.06645354403588573,-0.0006700657433222244,-0.004523124966981814,-0.6650295525746068,0.002917513801964792,-0.23306601913652247,-0.6052187550237936,0.0007566629123439203,-0.09164496649469724,-0.00459523603994408,0.3535387336000348,0.33735888269622094,-0.6594388692360952,-0.5734603955612623,-0.7459826240587415,-0.7160383182157906,-0.5766338010804484,-0.7415301271717584,-0.602385996475228,-0.5554394094752352,-0.5929746387041499,-0.7787527763726766,-0.591245042770978,-0.6001606752036331,-0.5129654225673403,-0.04884825077756794,-0.48812639804713664,-0.648816936555336,-0.16790928353126602,-0.6982954695444474,-0.08856309986632882,-0.5981073086144435,-0.5651413282294641,-0.4727340526524268,-0.6660590809224252,-0.39347804580693757,-0.6099712918444797,-0.4732334581129459,-0.4942957976642274,-0.5216015023482855,-0.4981680231370756,0.9635212435128847,0.9632555503952508,1.0,0.9627119551589025,0.9644640908806474,-0.05575838773440566
GKPositioning,0.12202911440893066,-0.018534933336042475,-0.0577315884008745,0.0038794318139443815,-0.0021078475546740514,-0.6642559756214996,0.010968515188178757,-0.23457105197661446,-0.607054186533691,-0.00476023931501454,-0.0997115860970009,-0.004610184137447461,0.35569664794779327,0.3399120742360704,-0.6596137920310192,-0.5756764248426146,-0.74631068012381,-0.7171844545210583,-0.5783377852029348,-0.7439564587054014,-0.6050386301132743,-0.5585475094963351,-0.5948599451082257,-0.7796601590176981,-0.5914803222174719,-0.6009976993072329,-0.5114367187873105,-0.03763941338753331,-0.48782490498435155,-0.6514734555254681,-0.16395460425083241,-0.6971331622166385,-0.08424260483046568,-0.6000635034714341,-0.5630471415443833,-0.47097801342641876,-0.6672718411176071,-0.3957159330456689,-0.6131079992598535,-0.4681292673630374,-0.49219132856120207,-0.5198240818077792,-0.4961924216528747,0.9683135227194792,0.9680600734735166,0.9627119551589025,1.0,0.9684894386977185,-0.04315352749484878
GKReflexes,0.10755331362149205,-0.021980439957292736,-0.05456258142085781,0.004729470379491994,-0.00278436495951707,-0.6661751319301867,0.00863235777032525,-0.23726407506273522,-0.6078742200004322,-0.0004934103371098211,-0.09693236534876706,-0.0036971587775874175,0.35745813046359837,0.3391058220264842,-0.6611517824603897,-0.5746805161422176,-0.7494998785657944,-0.7186129591175323,-0.5777307711062989,-0.7436028232146463,-0.60463998950822,-0.5580387688896449,-0.5963628989073058,-0.7805020316612604,-0.5895690039611775,-0.5996215274515484,-0.5108136445735814,-0.041922424534574336,-0.4884740546641175,-0.6520025707847955,-0.16444101293928853,-0.6998675644840139,-0.08899793419104708,-0.599952978141905,-0.5680765060297956,-0.4752633618857226,-0.668100935016518,-0.39664941677076687,-0.6132252226871715,-0.4752458569918377,-0.496384340516631,-0.5236238030507094,-0.4999802161991756,0.972451876636866,0.9686191088151744,0.9644640908806474,0.9684894386977185,1.0,-0.04670998244922246
Best Overall Rating,0.45054891956454696,0.9917122078578149,0.6856318098440842,0.5845185300562531,0.37811544926606255,0.6401925158774512,0.481395970177865,0.2343183502821556,0.2781427245327833,-0.21170741871188625,-0.17227515732478973,0.01973180113676937,0.019966297374981613,0.11256435612575381,0.429720340049944,0.34988492900047624,0.34719484660516775,0.5223393067082156,0.40753115024471015,0.397717039690818,0.44456903028950256,0.422439443371859,0.5061051258919371,0.49002433710926724,0.2473524930232865,0.2591822316244749,0.3162174322925246,0.833875653070303,0.12466688652438977,0.4624101768562135,0.28814326064779383,0.3873275249881423,0.35328148173387286,0.44340664058662743,0.41635740101031476,0.33121194847211066,0.37994983089253614,0.5131969982372147,0.35533975099159976,0.6258482626157731,0.24668745140648737,0.2600486049138952,0.2266984643004226,-0.051266365138763134,-0.04480573071326377,-0.05575838773440566,-0.04315352749484878,-0.04670998244922246,1.0
